Churn,customer_gender_is_Male,customer_is_SeniorCitizen,customer_has_Partner,customer_has_Dependents,customer_tenure,phone_has_PhoneService,phone_has_MultipleLines,internet_has_StreamingMovies,internet_has_DeviceProtection,internet_has_OnlineBackup,internet_has_OnlineSecurity,internet_has_StreamingTV,internet_has_TechSupport,internet_Service_dsl,internet_Service_fiber_optic,internet_Service_no,account_is_PaperlessBilling,account_Charges_Monthly,account_Charges_Daily,account_Charges_Total,account_Payment_bank_transfer_(automatic),account_Payment_credit_card_(automatic),account_Payment_electronic_check,account_Payment_mailed_check,account_Contract_month-to-month,account_Contract_one_year,account_Contract_two_year
0,1,0,1,1,2,1,0,0,0,1,1,0,1,1,0,0,0,59.5,1.9833333333333334,130.5,0,0,0,1,0,0,1
1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,44.1,1.47,44.1,0,0,1,0,1,0,0
0,0,0,1,1,58,0,0,1,1,0,0,1,1,1,0,0,1,55.5,1.85,3166.9,0,1,0,0,0,0,1
0,1,0,0,0,13,1,0,0,0,0,1,0,0,0,1,0,1,73.75,2.4583333333333335,956.65,0,1,0,0,1,0,0
0,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,20.0,0.6666666666666666,185.4,0,0,1,0,1,0,0
0,1,1,1,1,66,1,1,1,1,1,1,1,1,0,1,0,1,116.25,3.875,7862.25,0,0,1,0,0,1,0
0,1,0,1,0,56,1,0,1,0,0,0,0,0,0,1,0,1,80.9,2.6966666666666668,4557.5,0,0,1,0,0,1,0
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,69.65,2.3216666666666668,69.65,0,0,1,0,1,0,0
0,0,0,1,0,71,0,0,0,1,1,1,0,1,1,0,0,1,47.6,1.5866666666666667,3377.8,1,0,0,0,0,0,1
0,1,0,0,0,56,1,1,0,0,1,1,0,1,1,0,0,1,64.65,2.1550000000000002,3665.55,1,0,0,0,0,1,0
1,1,0,0,0,24,1,0,1,0,0,0,1,0,0,1,0,1,90.35,3.0116666666666663,2238.5,0,0,1,0,1,0,0
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,20.0,0.6666666666666666,20.0,0,0,0,1,1,0,0
0,0,0,1,1,55,1,1,1,0,1,1,0,1,1,0,0,1,75.75,2.525,4264.25,1,0,0,0,0,1,0
0,1,0,1,1,42,1,0,0,0,0,0,0,0,0,0,1,0,20.7,0.69,828.85,0,0,0,1,0,0,1
0,0,0,1,1,42,1,0,1,1,0,0,1,0,0,1,0,1,92.15,3.0716666666666668,3875.4,0,0,1,0,1,0,0
0,1,0,0,0,14,1,0,0,0,0,0,0,0,0,0,1,0,19.6,0.6533333333333334,300.4,0,1,0,0,1,0,0
0,1,1,1,1,10,0,0,1,0,0,0,0,0,1,0,0,1,34.55,1.1516666666666666,362.6,1,0,0,0,1,0,0
0,0,0,1,1,22,1,1,0,0,0,0,0,0,0,0,1,0,25.25,0.8416666666666667,555.4,0,1,0,0,0,0,1
1,1,0,1,1,32,1,0,0,0,0,0,0,0,0,1,0,1,69.75,2.325,2347.9,1,0,0,0,1,0,0
0,1,0,1,0,39,1,0,0,0,0,0,0,0,0,0,1,1,20.45,0.6816666666666666,790.0,1,0,0,0,0,0,1
0,0,1,0,0,57,1,1,1,1,0,1,0,1,0,1,0,0,101.3,3.3766666666666665,5779.6,0,1,0,0,0,0,1
0,0,1,0,0,8,1,0,0,0,1,0,1,0,0,1,0,1,87.1,2.9033333333333333,713.6,0,0,1,0,1,0,0
0,1,0,0,0,63,1,1,0,1,1,1,0,1,1,0,0,0,71.5,2.3833333333333333,4576.3,0,0,1,0,0,1,0
0,0,0,1,1,61,0,0,1,1,1,0,1,1,1,0,0,1,61.45,2.0483333333333333,3751.15,1,0,0,0,0,0,1
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,19.8,0.66,19.8,0,0,0,1,1,0,0
0,0,0,0,0,50,1,0,0,0,0,0,0,0,0,0,1,1,19.35,0.645,1033.0,0,0,0,1,0,1,0
1,1,1,1,0,11,1,0,0,0,0,0,0,0,0,0,1,0,19.95,0.6649999999999999,214.75,0,0,0,1,1,0,0
0,1,0,1,1,35,1,1,0,0,0,0,0,0,0,0,1,0,25.45,0.8483333333333333,809.25,1,0,0,0,0,0,1
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,20.15,0.6716666666666666,20.15,0,0,0,1,1,0,0
0,0,0,1,1,72,1,1,0,1,1,1,1,1,1,0,0,0,80.2,2.6733333333333333,5714.2,1,0,0,0,0,0,1
1,0,1,0,0,29,1,1,1,0,0,0,1,1,0,1,0,0,98.65,3.2883333333333336,2862.75,0,0,1,0,1,0,0
0,1,0,0,0,29,1,1,1,1,1,0,0,0,1,0,0,0,70.9,2.3633333333333337,1964.6,0,1,0,0,0,1,0
1,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,1,0,19.35,0.645,126.05,0,0,0,1,1,0,0
1,1,0,0,0,11,0,0,0,1,0,0,1,0,1,0,0,1,41.6,1.3866666666666667,470.6,0,0,1,0,0,1,0
0,1,0,1,1,54,1,1,0,0,1,0,1,1,1,0,0,1,70.7,2.356666666666667,3770.0,0,0,1,0,0,1,0
0,0,1,0,0,49,1,0,1,1,1,0,0,0,0,1,0,1,89.85,2.9949999999999997,4287.2,1,0,0,0,0,1,0
0,1,1,1,0,72,1,1,1,1,1,0,1,1,0,1,0,0,109.7,3.6566666666666667,7898.45,0,1,0,0,0,0,1
1,1,0,1,1,9,1,1,0,1,0,0,0,0,0,1,0,1,79.35,2.645,661.25,1,0,0,0,1,0,0
1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,94.6,3.1533333333333333,94.6,0,0,1,0,1,0,0
1,0,0,0,1,31,1,1,0,0,0,0,1,0,0,1,0,1,86.55,2.885,2697.4,0,1,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,84.6,2.82,84.6,0,0,1,0,1,0,0
1,1,1,1,1,56,1,1,1,1,0,1,1,0,0,1,0,1,104.55,3.485,5794.65,1,0,0,0,0,1,0
0,1,0,1,1,70,1,1,0,1,0,1,1,0,1,0,0,0,68.95,2.2983333333333333,4858.7,0,1,0,0,0,0,1
0,0,1,1,0,55,1,1,0,1,1,0,0,1,0,1,0,0,90.45,3.015,5044.8,0,0,1,0,1,0,0
1,1,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,53.4,1.78,188.7,0,1,0,0,1,0,0
1,1,0,1,1,5,1,1,0,1,0,1,0,0,0,1,0,1,84.5,2.816666666666667,453.75,0,0,1,0,1,0,0
1,1,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,69.65,2.3216666666666668,220.1,0,0,1,0,1,0,0
0,0,0,1,0,26,1,0,1,1,1,0,1,0,1,0,0,1,73.5,2.45,1905.7,0,1,0,0,0,0,1
0,0,0,0,0,25,1,0,1,0,1,0,0,1,1,0,0,1,65.8,2.1933333333333334,1679.65,1,0,0,0,1,0,0
1,1,0,0,0,15,1,1,0,0,1,0,0,1,1,0,0,1,58.6,1.9533333333333334,939.7,0,1,0,0,1,0,0
0,0,0,1,0,31,1,0,0,0,0,0,0,1,1,0,0,1,49.2,1.6400000000000001,1498.55,0,0,0,1,1,0,0
0,1,0,1,0,2,1,1,0,1,0,0,1,0,0,1,0,1,91.45,3.0483333333333333,171.45,0,0,1,0,1,0,0
1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,53.55,1.785,53.55,0,0,0,1,1,0,0
0,1,0,0,0,18,1,1,0,0,0,1,0,0,1,0,0,0,56.25,1.875,969.85,0,0,0,1,1,0,0
0,1,1,1,0,2,1,0,1,1,0,0,1,0,0,1,0,1,95.5,3.183333333333333,181.65,0,1,0,0,1,0,0
0,0,0,0,0,13,1,0,1,0,0,1,1,0,1,0,0,1,71.95,2.3983333333333334,923.85,0,0,1,0,1,0,0
0,0,0,1,0,40,1,0,0,0,0,0,0,0,0,0,1,0,19.1,0.6366666666666667,780.1,0,0,0,1,0,0,1
0,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,1,0,20.65,0.6883333333333332,330.6,0,0,0,1,0,1,0
0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,19.9,0.6633333333333333,199.45,0,0,0,1,1,0,0
0,1,0,1,1,61,1,1,1,1,0,0,1,0,0,1,0,1,99.9,3.33,6241.35,0,0,1,0,0,1,0
0,1,0,0,0,27,1,1,0,1,0,0,0,1,1,0,0,0,59.45,1.9816666666666667,1611.65,0,0,1,0,1,0,0
0,0,0,1,0,60,0,0,0,0,1,1,0,1,1,0,0,0,37.7,1.2566666666666668,2288.7,1,0,0,0,0,0,1
0,1,0,1,0,64,1,1,0,0,0,1,1,0,1,0,0,1,66.15,2.205,4392.5,0,1,0,0,0,1,0
0,0,0,0,0,28,1,0,0,1,0,0,1,0,1,0,0,1,59.55,1.9849999999999999,1646.45,1,0,0,0,1,0,0
1,0,0,1,1,11,1,0,0,0,0,0,0,0,0,0,1,1,19.25,0.6416666666666667,180.3,0,0,0,1,1,0,0
0,1,0,1,1,34,1,1,1,0,1,0,1,0,0,1,0,1,97.7,3.256666666666667,3410.0,1,0,0,0,1,0,0
0,0,1,0,0,36,1,1,0,0,0,0,0,0,0,1,0,1,74.9,2.496666666666667,2659.45,1,0,0,0,1,0,0
0,1,0,0,0,35,0,0,1,1,0,0,1,0,1,0,0,0,49.2,1.6400000000000001,1701.65,0,0,1,0,1,0,0
0,0,0,0,0,22,1,1,0,0,0,0,0,0,0,0,1,0,26.25,0.875,605.9,0,0,0,1,0,0,1
1,0,0,0,0,4,1,1,1,0,1,0,0,0,0,1,0,1,88.95,2.9650000000000003,355.2,0,0,1,0,1,0,0
1,0,0,1,1,4,1,1,1,0,0,0,0,0,0,1,0,1,85.95,2.865,381.3,0,0,1,0,1,0,0
0,0,0,1,1,43,1,0,0,0,0,0,0,0,0,0,1,0,20.0,0.6666666666666666,817.95,0,0,0,1,0,1,0
0,1,0,1,1,70,1,0,0,0,0,0,0,0,0,0,1,0,20.35,0.6783333333333333,1458.1,0,1,0,0,0,0,1
0,0,0,0,1,15,1,0,0,1,1,1,0,1,1,0,0,0,65.6,2.1866666666666665,1010.0,0,1,0,0,0,1,0
0,1,0,0,0,3,1,0,0,0,0,1,1,1,1,0,0,1,64.4,2.146666666666667,195.65,0,1,0,0,1,0,0
1,1,0,1,1,7,1,0,0,1,0,0,0,0,1,0,0,0,48.7,1.6233333333333335,340.25,0,0,1,0,1,0,0
1,1,1,0,0,35,1,1,1,1,0,0,1,0,0,1,0,1,101.4,3.3800000000000003,3496.3,0,0,1,0,1,0,0
1,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,1,44.6,1.4866666666666668,80.55,0,1,0,0,1,0,0
0,1,0,0,1,29,1,0,0,0,0,0,0,0,0,0,1,0,19.85,0.6616666666666667,535.05,0,0,0,1,0,1,0
0,1,0,0,0,72,0,0,1,1,1,1,1,1,1,0,0,1,63.7,2.1233333333333335,4464.8,1,0,0,0,0,0,1
1,0,0,0,0,27,1,1,1,0,0,0,1,0,0,1,0,1,94.55,3.1516666666666664,2724.6,0,0,0,1,1,0,0
0,0,0,1,0,71,1,0,1,1,1,1,1,1,1,0,0,1,84.4,2.8133333333333335,5969.3,0,1,0,0,0,0,1
0,0,0,0,0,30,1,0,0,1,1,1,1,1,1,0,0,0,74.65,2.4883333333333337,2308.6,0,1,0,0,0,1,0
0,1,1,1,0,19,0,0,0,1,1,0,0,0,1,0,0,1,34.3,1.1433333333333333,577.15,0,1,0,0,1,0,0
0,1,0,1,1,56,1,1,0,0,0,0,0,0,0,0,1,0,24.15,0.8049999999999999,1402.25,1,0,0,0,0,0,1
0,1,0,1,0,36,1,0,0,0,0,0,0,0,0,0,1,0,20.85,0.6950000000000001,720.05,1,0,0,0,0,1,0
0,0,0,1,1,57,1,1,0,0,1,1,0,1,1,0,0,0,65.2,2.1733333333333333,3687.85,1,0,0,0,1,0,0
0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,69.6,2.32,207.4,0,0,0,1,1,0,0
0,0,0,1,0,52,1,1,1,0,1,0,1,1,0,1,0,1,102.7,3.4233333333333333,5138.1,0,1,0,0,1,0,0
0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,20.0,0.6666666666666666,40.9,0,0,0,1,1,0,0
0,1,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,25.1,0.8366666666666667,382.8,0,1,0,0,1,0,0
1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,75.35,2.5116666666666663,75.35,0,0,1,0,1,0,0
0,1,1,0,0,68,1,1,1,1,1,0,0,0,0,1,0,1,95.9,3.1966666666666668,6503.2,0,0,1,0,1,0,0
0,1,0,0,0,57,1,0,0,0,0,0,0,0,0,0,1,0,20.75,0.6916666666666667,1118.8,0,0,0,1,0,0,1
0,1,0,1,1,72,1,1,0,0,0,1,0,0,1,0,0,0,55.3,1.8433333333333333,3983.6,1,0,0,0,0,0,1
0,1,0,0,0,26,1,1,0,1,0,0,0,1,0,1,0,1,84.3,2.81,2281.6,0,0,0,1,1,0,0
0,1,0,0,1,14,1,0,1,1,1,1,0,1,1,0,0,0,76.1,2.5366666666666666,1054.8,1,0,0,0,0,0,1
0,0,0,0,0,30,1,1,1,1,0,0,1,0,0,1,0,0,100.45,3.3483333333333336,3096.9,0,0,1,0,1,0,0
0,1,0,0,0,66,0,0,0,0,0,0,0,1,1,0,0,0,29.45,0.9816666666666667,1983.15,0,1,0,0,0,1,0
0,1,0,1,0,49,1,1,0,0,1,1,1,0,0,1,0,1,93.85,3.128333333333333,4733.1,1,0,0,0,1,0,0
0,0,0,1,1,15,1,0,0,0,0,0,0,0,0,0,1,0,20.35,0.6783333333333333,335.95,0,1,0,0,0,1,0
0,1,0,1,0,71,1,1,1,1,1,0,1,1,1,0,0,0,84.2,2.8066666666666666,5956.85,0,1,0,0,0,0,1
0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,1,0,20.7,0.69,762.45,0,1,0,0,0,0,1
0,0,0,1,1,67,0,0,0,1,1,1,1,1,1,0,0,0,54.2,1.8066666666666669,3623.95,0,1,0,0,0,0,1
0,1,0,1,1,31,1,0,0,1,0,0,0,1,1,0,0,0,54.35,1.8116666666666668,1647.0,0,0,0,1,1,0,0
1,0,0,0,0,50,1,1,1,0,1,1,1,1,0,1,0,1,109.65,3.6550000000000002,5551.15,0,0,1,0,0,0,1
0,1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0,19.95,0.6649999999999999,243.65,0,0,0,1,0,0,1
0,1,0,1,1,47,1,0,1,1,1,1,0,0,0,1,0,1,96.1,3.203333333333333,4391.45,0,0,1,0,0,1,0
1,1,0,0,0,10,0,0,0,1,0,0,0,0,1,0,0,0,29.5,0.9833333333333333,255.25,0,0,0,1,1,0,0
0,1,0,1,0,23,1,1,0,1,1,0,0,0,0,1,0,0,84.25,2.808333333333333,1968.1,0,0,1,0,1,0,0
0,1,0,1,1,57,1,0,0,0,0,0,0,0,0,0,1,0,19.4,0.6466666666666666,1061.6,0,0,0,1,0,1,0
0,0,0,1,0,56,1,1,0,0,0,0,1,0,0,1,0,1,85.6,2.853333333333333,4902.8,1,0,0,0,1,0,0
0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,1,1,24.5,0.8166666666666667,270.15,0,0,0,1,1,0,0
0,0,0,1,1,30,1,0,1,0,0,1,0,1,1,0,0,0,66.3,2.21,1923.5,1,0,0,0,1,0,0
0,1,1,0,0,43,1,1,0,0,0,0,1,0,0,1,0,1,84.85,2.828333333333333,3645.6,0,0,1,0,1,0,0
1,0,1,0,0,54,1,1,1,0,1,1,1,1,1,0,0,0,82.45,2.7483333333333335,4350.1,1,0,0,0,0,1,0
0,0,0,1,1,9,1,0,0,0,0,0,0,1,0,1,0,1,75.85,2.5283333333333333,647.5,0,0,1,0,1,0,0
0,1,0,0,0,27,1,1,0,1,0,0,0,0,0,1,0,1,81.3,2.71,2272.8,0,0,1,0,1,0,0
0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,1,1,18.9,0.63,347.65,0,1,0,0,1,0,0
1,1,0,1,0,7,1,0,0,0,0,0,0,0,0,1,0,1,69.35,2.3116666666666665,451.1,0,0,1,0,1,0,0
1,1,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,44.75,1.4916666666666667,270.95,0,0,1,0,1,0,0
0,1,0,1,1,51,1,1,1,0,1,1,1,1,0,1,0,0,110.05,3.6683333333333334,5686.4,0,1,0,0,0,1,0
1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,70.7,2.356666666666667,140.7,0,1,0,0,1,0,0
1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,20.05,0.6683333333333333,20.05,0,0,0,1,1,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,70.7,2.356666666666667,70.7,0,0,0,1,1,0,0
0,0,0,0,0,38,1,1,1,1,1,1,1,0,1,0,0,0,84.1,2.8033333333333332,3187.65,1,0,0,0,0,1,0
0,1,0,0,0,11,1,0,0,0,1,0,0,0,0,1,0,1,75.9,2.5300000000000002,866.4,0,0,0,1,1,0,0
0,0,0,0,0,56,1,1,1,1,1,0,1,0,0,1,0,1,106.8,3.56,5914.4,0,0,1,0,0,1,0
0,0,0,1,0,72,1,1,1,1,1,1,1,1,0,1,0,1,113.65,3.7883333333333336,8182.75,1,0,0,0,0,0,1
0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0,20.2,0.6733333333333333,273.25,0,0,0,1,0,1,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,75.55,2.518333333333333,75.55,0,0,1,0,1,0,0
0,0,0,1,0,7,1,0,0,0,0,0,0,0,0,1,0,1,69.2,2.3066666666666666,477.55,1,0,0,0,1,0,0
0,0,0,1,0,51,1,1,0,0,0,0,0,0,0,0,1,0,25.5,0.85,1281.25,0,0,0,1,0,0,1
0,0,1,1,0,29,0,0,1,1,0,1,0,0,1,0,0,1,45.0,1.5,1228.65,0,0,1,0,1,0,0
1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,50.15,1.6716666666666666,50.15,0,0,0,1,1,0,0
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,20.6,0.6866666666666668,20.6,0,0,0,1,1,0,0
0,1,0,0,0,26,1,0,1,0,0,1,1,1,1,0,0,0,75.0,2.5,1908.35,1,0,0,0,0,1,0
1,1,0,0,0,3,1,1,1,1,1,0,1,0,0,1,0,1,105.35,3.5116666666666663,323.25,1,0,0,0,1,0,0
1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,75.35,2.5116666666666663,75.35,0,0,1,0,1,0,0
0,0,0,1,1,67,1,1,1,0,0,1,1,1,0,1,0,0,106.7,3.5566666666666666,7009.5,0,1,0,0,0,0,1
0,0,0,1,0,65,1,1,1,1,0,1,1,0,0,1,0,1,105.05,3.5016666666666665,6914.95,0,0,1,0,1,0,0
0,0,0,0,1,43,1,0,1,0,1,1,1,1,0,1,0,1,106.0,3.533333333333333,4532.3,0,1,0,0,0,1,0
1,0,0,0,0,39,0,0,1,1,0,0,1,0,1,0,0,1,50.75,1.6916666666666667,2011.4,0,0,1,0,1,0,0
0,0,0,1,1,9,1,0,0,0,0,0,0,0,0,0,1,0,20.35,0.6783333333333333,191.1,0,0,0,1,0,0,1
0,1,0,1,1,30,1,1,0,0,1,0,0,1,0,1,0,1,83.55,2.7849999999999997,2570.2,1,0,0,0,1,0,0
0,0,0,1,1,32,1,0,0,0,1,1,0,1,1,0,0,0,61.4,2.0466666666666664,1864.65,1,0,0,0,1,0,0
0,1,0,1,1,25,1,0,0,1,1,0,0,0,1,0,0,0,53.65,1.7883333333333333,1355.45,0,0,0,1,0,1,0
0,1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0,19.75,0.6583333333333333,265.75,0,0,0,1,0,0,1
0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,1,19.9,0.6633333333333333,45.75,0,0,0,1,1,0,0
0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,20.25,0.675,36.8,0,0,0,1,1,0,0
0,1,0,1,1,67,1,0,0,0,1,1,0,0,1,0,0,1,54.2,1.8066666666666669,3838.2,1,0,0,0,0,0,1
0,1,1,1,1,66,1,1,1,1,1,0,1,1,0,1,0,1,108.45,3.615,7076.35,0,0,1,0,0,1,0
0,0,0,1,1,4,1,0,0,0,0,1,0,0,1,0,0,0,50.3,1.6766666666666665,217.1,0,0,1,0,1,0,0
0,0,0,1,1,50,1,1,1,1,1,1,0,1,1,0,0,1,80.05,2.6683333333333334,4042.2,1,0,0,0,0,1,0
1,0,0,0,0,60,0,0,1,0,1,0,1,0,1,0,0,1,50.8,1.6933333333333331,3027.4,0,0,1,0,1,0,0
0,1,0,0,0,64,1,1,1,1,0,0,1,1,0,1,0,1,104.65,3.4883333333333337,6889.8,0,1,0,0,0,1,0
0,0,0,0,0,59,1,1,0,0,0,0,0,0,0,0,1,0,24.45,0.815,1493.1,0,0,1,0,0,0,1
0,1,0,0,0,51,1,1,1,0,0,0,0,0,0,1,0,0,83.4,2.7800000000000002,4149.45,1,0,0,0,1,0,0
1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,45.3,1.51,45.3,0,0,1,0,1,0,0
0,0,0,0,0,10,1,0,1,0,1,0,0,1,1,0,0,0,64.9,2.1633333333333336,685.55,0,0,0,1,0,1,0
0,0,0,1,1,17,1,0,0,0,0,1,0,1,1,0,0,1,55.35,1.845,920.5,0,1,0,0,1,0,0
1,0,0,1,0,18,0,0,0,1,0,0,1,0,1,0,0,1,39.05,1.3016666666666665,669.85,0,0,1,0,1,0,0
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,20.65,0.6883333333333332,20.65,0,0,1,0,1,0,0
1,0,0,1,0,58,1,1,1,1,1,1,1,0,0,1,0,1,109.45,3.6483333333333334,6144.55,1,0,0,0,0,0,1
0,0,0,1,0,59,1,0,1,0,1,0,1,1,0,1,0,1,100.05,3.335,6034.85,0,0,0,1,0,0,1
0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,1,0,1,91.15,3.0383333333333336,168.5,0,0,1,0,1,0,0
0,0,0,0,0,24,1,0,0,0,0,1,0,1,1,0,0,0,56.35,1.8783333333333334,1381.2,0,1,0,0,1,0,0
0,0,0,1,0,47,1,0,0,0,0,0,0,0,0,0,1,0,19.65,0.6549999999999999,921.55,1,0,0,0,0,0,1
1,0,0,1,0,3,1,1,1,0,1,0,0,0,0,1,0,1,91.5,3.05,242.95,0,1,0,0,1,0,0
0,0,0,1,0,55,1,0,0,0,1,1,0,1,1,0,0,0,56.8,1.8933333333333333,3112.05,0,0,0,1,0,0,1
1,1,1,1,1,43,1,1,1,1,1,0,1,1,0,1,0,1,110.75,3.691666666666667,4687.9,1,0,0,0,1,0,0
1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,45.95,1.5316666666666667,45.95,0,0,0,1,1,0,0
1,1,0,0,0,11,1,0,0,0,0,1,0,0,0,1,0,1,73.5,2.45,791.75,0,0,1,0,1,0,0
0,0,0,0,0,60,0,0,1,1,0,1,1,0,1,0,0,0,53.6,1.7866666666666666,3237.05,0,0,1,0,0,0,1
0,1,0,0,1,72,0,0,1,1,1,1,1,1,1,0,0,0,67.2,2.24,4671.7,0,1,0,0,0,0,1
0,0,0,1,1,69,1,1,0,0,0,0,0,0,0,0,1,1,25.6,0.8533333333333334,1673.4,1,0,0,0,0,0,1
0,1,1,1,0,29,1,1,1,0,0,0,0,0,0,1,0,1,84.3,2.81,2357.75,0,0,1,0,1,0,0
0,0,0,1,1,71,1,1,1,1,1,1,1,1,1,0,0,0,89.9,2.996666666666667,6342.7,1,0,0,0,0,0,1
0,0,0,1,0,48,1,1,1,0,1,0,1,1,0,1,0,1,105.1,3.503333333333333,5083.55,0,1,0,0,1,0,0
0,1,0,1,0,36,1,1,1,0,0,0,1,0,0,1,0,1,95.0,3.1666666666666665,3440.25,1,0,0,0,1,0,0
0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,70.1,2.3366666666666664,141.65,0,0,1,0,1,0,0
0,0,0,1,0,50,1,1,1,1,0,0,1,0,1,0,0,0,75.7,2.5233333333333334,3876.2,1,0,0,0,0,1,0
0,0,0,0,0,3,1,0,1,0,1,0,1,1,1,0,0,1,75.3,2.51,244.1,0,0,1,0,1,0,0
0,1,0,0,0,31,1,0,0,0,0,0,0,0,0,0,1,0,20.45,0.6816666666666666,638.55,0,0,0,1,0,0,1
0,1,0,0,1,63,0,0,0,0,1,1,0,1,1,0,0,1,40.6,1.3533333333333333,2588.95,1,0,0,0,0,1,0
0,1,0,1,1,54,0,0,1,1,0,0,0,1,1,0,0,0,46.0,1.5333333333333334,2424.05,0,1,0,0,0,0,1
0,0,0,1,1,56,1,1,0,0,0,1,1,0,1,0,0,0,65.2,2.1733333333333333,3512.15,1,0,0,0,0,1,0
0,0,0,1,0,43,1,1,1,0,1,1,1,1,1,0,0,0,86.45,2.881666666666667,3574.5,0,1,0,0,0,0,1
0,1,0,0,0,25,1,0,1,1,0,1,1,1,0,1,0,1,105.5,3.5166666666666666,2686.05,0,0,1,0,1,0,0
1,1,1,0,0,25,1,1,1,1,1,0,1,0,0,1,0,0,105.95,3.5316666666666667,2655.25,0,0,0,1,1,0,0
0,0,0,1,0,62,1,0,0,1,1,1,1,0,1,0,0,1,72.0,2.4,4284.2,0,1,0,0,0,0,1
0,1,0,1,1,49,1,0,0,1,1,0,1,0,0,1,0,1,90.4,3.0133333333333336,4494.65,0,1,0,0,1,0,0
0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,45.8,1.5266666666666666,45.8,0,0,0,1,1,0,0
0,1,0,0,0,8,0,0,0,0,0,1,0,0,1,0,0,0,29.35,0.9783333333333334,216.45,0,0,0,1,1,0,0
1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,69.8,2.3266666666666667,69.8,0,0,1,0,1,0,0
0,1,1,1,0,72,1,1,1,1,1,1,1,1,0,1,0,1,114.5,3.816666666666667,8331.95,0,0,0,1,0,0,1
0,0,0,1,1,63,1,0,0,0,0,1,0,0,1,0,0,1,50.65,1.6883333333333332,3221.25,1,0,0,0,0,0,1
0,1,0,0,0,54,1,1,1,1,0,0,0,0,0,1,0,0,89.4,2.98,4869.5,0,1,0,0,1,0,0
1,0,0,1,1,33,1,1,1,1,0,1,1,0,0,1,0,1,103.7,3.4566666666666666,3467.0,0,0,0,1,0,1,0
0,1,0,0,0,31,1,1,0,0,1,0,1,1,1,0,0,1,71.05,2.368333333333333,2168.15,0,0,1,0,1,0,0
1,1,0,0,0,10,1,1,1,0,0,1,1,0,0,1,0,0,98.55,3.2849999999999997,1008.55,0,0,1,0,1,0,0
0,0,0,1,0,59,1,1,1,1,1,1,1,0,0,1,0,1,109.15,3.6383333333333336,6557.75,0,1,0,0,0,1,0
0,0,0,0,1,9,1,0,1,1,0,1,0,1,0,1,0,0,93.0,3.1,870.25,1,0,0,0,1,0,0
1,0,1,0,0,10,0,0,0,0,0,0,0,1,1,0,0,1,29.65,0.9883333333333333,291.4,0,0,1,0,1,0,0
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,19.95,0.6649999999999999,19.95,0,0,1,0,1,0,0
0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,19.95,0.6649999999999999,59.25,0,0,0,1,1,0,0
