Churn,customer_tenure,customer_is_SeniorCitizen,customer_has_Dependents,customer_has_Partner,account_Charges_Total,account_Charges_Daily,account_Charges_Monthly,account_is_PaperlessBilling,account_Payment_electronic_check,account_Payment_credit_card_(automatic),account_Payment_bank_transfer_(automatic),account_Contract_month-to-month,account_Contract_one_year,account_Contract_two_year,internet_Service_fiber_optic,internet_Service_dsl,internet_Service_no,internet_has_OnlineSecurity,internet_has_TechSupport,num_servicos_contratados
0,62,1,0,1,5629.55,2.993333333333333,89.8,1,0,0,1,1,0,0,1,0,0,0,0,6
1,2,0,1,1,35.9,0.6616666666666667,19.85,0,0,0,0,0,1,0,0,0,1,0,0,1
0,18,0,0,0,1358.6,2.5933333333333333,77.8,0,1,0,0,1,0,0,1,0,0,0,0,4
0,20,1,0,1,1259.35,2.0,60.0,1,1,0,0,1,0,0,0,1,0,0,0,5
0,5,0,1,0,235.2,1.6216666666666666,48.65,1,0,0,1,1,0,0,0,1,0,0,1,4
1,42,0,0,1,3588.4,2.81,84.3,1,1,0,0,1,0,0,1,0,0,0,1,6
0,52,0,1,1,4993.4,3.271666666666667,98.15,0,0,0,1,1,0,0,1,0,0,1,0,7
0,45,0,1,1,903.7,0.64,19.2,0,1,0,0,0,0,1,0,0,1,0,0,1
0,69,1,0,1,7610.1,3.685,110.55,1,0,0,0,0,1,0,1,0,0,1,1,9
0,36,0,0,0,3886.45,3.493333333333333,104.8,1,0,0,1,0,1,0,1,0,0,0,0,8
0,8,1,0,0,600.15,2.4683333333333333,74.05,1,0,0,1,1,0,0,1,0,0,0,0,4
0,2,0,0,0,135.2,2.3233333333333333,69.7,1,1,0,0,1,0,0,1,0,0,0,0,3
0,5,0,0,0,291.45,1.8716666666666666,56.15,0,1,0,0,1,0,0,0,1,0,0,1,4
1,3,0,0,0,196.15,1.8433333333333333,55.3,1,1,0,0,1,0,0,0,1,0,0,0,4
1,52,0,0,1,5624.85,3.5016666666666665,105.05,1,1,0,0,1,0,0,1,0,0,0,0,8
0,13,0,0,0,251.65,0.6799999999999999,20.4,1,1,0,0,1,0,0,0,0,1,0,0,2
0,38,0,1,1,763.1,0.6533333333333334,19.6,0,0,1,0,0,1,0,0,0,1,0,0,1
0,61,0,0,0,6423.0,3.4650000000000003,103.95,1,1,0,0,0,1,0,1,0,0,0,0,8
1,16,0,0,0,327.45,0.675,20.25,0,0,0,1,1,0,0,0,0,1,0,0,1
1,35,0,1,1,2568.55,2.408333333333333,72.25,0,1,0,0,1,0,0,0,1,0,1,1,7
0,18,0,1,0,992.7,1.9216666666666666,57.65,0,0,0,0,1,0,0,0,1,0,1,0,4
0,23,0,1,1,1414.2,1.99,59.7,0,0,0,0,0,0,1,0,1,0,0,1,5
1,1,0,0,0,69.7,2.3233333333333333,69.7,0,0,0,1,1,0,0,1,0,0,0,0,2
0,46,1,0,0,3255.35,2.3033333333333332,69.1,1,0,1,0,0,1,0,0,1,0,0,1,7
0,26,0,0,0,1022.5,1.1916666666666667,35.75,0,1,0,0,1,0,0,0,1,0,0,1,3
1,11,0,0,0,815.5,2.4983333333333335,74.95,0,1,0,0,1,0,0,1,0,0,0,0,3
0,35,0,1,1,2136.9,1.9816666666666667,59.45,1,0,1,0,1,0,0,0,1,0,1,0,6
1,6,1,0,0,434.1,2.48,74.4,0,1,0,0,1,0,0,1,0,0,0,0,3
0,31,0,0,1,2424.45,2.5166666666666666,75.5,1,0,1,0,0,1,0,0,1,0,1,1,8
1,1,0,0,0,69.8,2.3266666666666667,69.8,1,1,0,0,1,0,0,1,0,0,0,0,3
1,38,1,0,0,2250.65,1.905,57.15,1,0,1,0,1,0,0,0,1,0,1,0,5
1,2,0,0,0,153.05,2.3333333333333335,70.0,0,0,0,1,1,0,0,1,0,0,0,0,2
0,71,1,0,1,5676.0,2.69,80.7,1,0,1,0,0,0,1,1,0,0,1,0,5
1,16,1,0,0,1350.15,2.825,84.75,1,1,0,0,1,0,0,1,0,0,0,0,5
0,42,0,1,1,854.9,0.675,20.25,0,0,0,0,0,1,0,0,0,1,0,0,1
0,56,0,0,0,1444.05,0.865,25.95,1,0,0,1,0,0,1,0,0,1,0,0,3
0,18,0,0,1,1594.75,2.9616666666666664,88.85,1,1,0,0,1,0,0,1,0,0,0,1,6
0,13,1,0,0,731.3,1.8266666666666667,54.8,1,1,0,0,1,0,0,0,1,0,0,0,5
0,42,0,0,1,3375.9,2.6816666666666666,80.45,0,0,1,0,0,1,0,0,1,0,1,1,7
1,59,0,0,1,6039.9,3.3699999999999997,101.1,0,1,0,0,1,0,0,1,0,0,0,0,6
0,26,0,0,0,1156.55,1.4883333333333333,44.65,1,0,0,1,1,0,0,0,1,0,1,0,5
0,54,0,1,0,5826.65,3.5283333333333333,105.85,1,1,0,0,0,1,0,1,0,0,1,1,8
0,40,0,0,0,973.95,0.8200000000000001,24.6,1,0,0,0,0,0,1,0,0,1,0,0,3
0,8,0,1,1,645.8,2.5383333333333336,76.15,1,0,1,0,0,0,1,0,1,0,1,1,8
0,25,1,0,1,2191.15,2.9466666666666668,88.4,0,0,0,1,1,0,0,1,0,0,0,0,5
1,2,0,0,0,146.05,2.6733333333333333,80.2,1,1,0,0,1,0,0,1,0,0,0,0,4
0,42,0,1,1,761.85,0.635,19.05,1,1,0,0,0,1,0,0,0,1,0,0,2
0,51,0,1,1,5000.05,3.171666666666667,95.15,1,0,0,0,0,1,0,1,0,0,1,1,7
0,58,0,1,1,1509.9,0.8383333333333333,25.15,0,0,1,0,0,0,1,0,0,1,0,0,2
0,12,0,0,1,999.8,2.835,85.05,1,0,1,0,1,0,0,1,0,0,0,0,5
0,9,0,1,1,172.35,0.675,20.25,0,0,0,0,0,1,0,0,0,1,0,0,1
0,2,0,0,0,84.4,1.5183333333333333,45.55,0,1,0,0,1,0,0,0,1,0,0,0,2
0,46,0,1,1,1165.9,0.8316666666666667,24.95,0,0,0,0,0,1,0,0,0,1,0,0,2
1,7,0,0,0,112.3,0.6416666666666667,19.25,0,1,0,0,1,0,0,0,0,1,0,0,1
0,8,0,1,1,345.5,1.4483333333333335,43.45,1,0,0,0,0,1,0,0,1,0,0,0,3
0,16,0,0,0,1129.35,2.4916666666666667,74.75,1,0,1,0,1,0,0,1,0,0,0,0,4
0,55,0,1,1,3157.0,1.9816666666666667,59.45,0,0,1,0,0,1,0,0,1,0,1,0,4
1,10,0,0,0,830.7,2.6683333333333334,80.05,1,0,0,1,1,0,0,1,0,0,0,0,5
1,16,0,0,0,1194.3,2.421666666666667,72.65,0,1,0,0,1,0,0,1,0,0,0,0,3
1,5,0,0,0,474.8,2.8400000000000003,85.2,1,1,0,0,1,0,0,1,0,0,0,0,5
0,52,0,0,0,3042.25,1.9316666666666669,57.95,0,0,1,0,0,1,0,0,1,0,1,1,5
1,1,0,1,0,69.65,2.3216666666666668,69.65,1,1,0,0,1,0,0,1,0,0,0,0,3
1,70,1,0,1,7101.5,3.4316666666666666,102.95,1,1,0,0,1,0,0,1,0,0,0,0,8
0,62,0,0,1,6164.7,3.378333333333333,101.35,1,1,0,0,1,0,0,1,0,0,0,0,7
1,49,1,0,1,4547.25,3.0016666666666665,90.05,0,0,1,0,1,0,0,1,0,0,0,0,5
0,4,0,0,0,78.3,0.6583333333333333,19.75,0,0,0,0,1,0,0,0,0,1,0,0,1
1,17,0,1,1,1574.45,3.0616666666666665,91.85,0,1,0,0,1,0,0,1,0,0,1,1,5
0,14,0,0,1,1185.0,2.7550000000000003,82.65,1,1,0,0,1,0,0,1,0,0,0,0,6
0,59,0,0,0,4070.95,2.29,68.7,0,0,0,1,0,1,0,0,1,0,1,1,6
0,47,0,0,0,2813.05,1.9633333333333334,58.9,1,0,0,0,0,1,0,0,1,0,1,1,6
0,71,0,0,1,1710.15,0.8216666666666667,24.65,1,0,0,1,0,0,1,0,0,1,0,0,3
1,47,0,1,1,5118.95,3.578333333333333,107.35,1,0,0,1,1,0,0,1,0,0,0,1,8
0,5,0,0,0,500.1,3.2183333333333333,96.55,0,1,0,0,1,0,0,1,0,0,0,0,6
1,11,0,0,1,483.7,1.4683333333333333,44.05,1,1,0,0,1,0,0,0,1,0,0,0,3
0,41,0,1,1,4454.25,3.6366666666666663,109.1,1,0,0,1,0,1,0,1,0,0,0,1,9
0,52,0,0,0,3342.45,2.1083333333333334,63.25,1,0,1,0,0,0,1,0,1,0,1,0,6
0,9,0,0,0,181.8,0.6799999999999999,20.4,0,0,0,0,1,0,0,0,0,1,0,0,1
0,9,0,0,0,405.7,1.4583333333333333,43.75,1,1,0,0,1,0,0,0,1,0,0,0,3
1,10,0,0,0,846.0,2.675,80.25,1,0,0,1,1,0,0,1,0,0,0,0,4
0,12,0,1,0,212.3,0.645,19.35,0,0,0,1,0,0,1,0,0,1,0,0,1
1,22,0,0,0,1193.05,1.8383333333333334,55.15,1,0,1,0,0,1,0,0,1,0,0,1,5
0,52,0,1,1,3482.85,2.2916666666666665,68.75,1,1,0,0,0,1,0,0,1,0,0,1,7
1,43,0,1,1,2499.3,1.8716666666666666,56.15,0,1,0,0,1,0,0,0,1,0,0,0,3
0,13,0,0,0,649.4,1.6383333333333332,49.15,0,1,0,0,1,0,0,0,1,0,0,0,4
1,3,0,0,0,246.3,2.5266666666666664,75.8,1,1,0,0,1,0,0,1,0,0,0,0,4
0,16,1,0,1,1540.05,3.0516666666666667,91.55,1,1,0,0,1,0,0,1,0,0,0,1,6
0,45,1,0,1,1174.35,0.8233333333333334,24.7,0,0,1,0,0,1,0,0,0,1,0,0,2
1,4,0,1,1,325.45,2.4583333333333335,73.75,1,1,0,0,1,0,0,1,0,0,0,0,4
1,3,0,0,0,246.5,2.6366666666666663,79.1,1,1,0,0,1,0,0,1,0,0,1,0,5
1,6,0,0,1,545.2,3.51,105.3,1,1,0,0,1,0,0,1,0,0,0,0,8
1,1,0,0,0,19.6,0.6533333333333334,19.6,1,0,0,0,1,0,0,0,0,1,0,0,2
0,70,0,0,1,1724.15,0.8083333333333333,24.25,0,0,0,1,0,0,1,0,0,1,0,0,2
1,3,0,1,1,91.7,0.99,29.7,0,0,1,0,1,0,0,0,1,0,1,0,2
1,56,0,0,0,1334.0,0.83,24.9,0,1,0,0,0,1,0,0,0,1,0,0,2
1,24,1,0,0,2440.15,3.375,101.25,1,1,0,0,1,0,0,1,0,0,0,0,7
1,25,1,0,1,2514.5,3.283333333333333,98.5,1,1,0,0,1,0,0,1,0,0,0,0,7
0,53,0,0,0,2879.2,1.7866666666666666,53.6,1,1,0,0,0,1,0,0,1,0,1,1,7
1,1,0,0,0,69.85,2.328333333333333,69.85,1,1,0,0,1,0,0,1,0,0,0,0,3
1,25,0,1,1,2178.6,3.0133333333333336,90.4,1,1,0,0,0,1,0,1,0,0,0,0,5
0,8,0,1,1,369.15,1.4883333333333333,44.65,0,0,0,1,1,0,0,0,1,0,0,0,2
0,27,0,1,1,550.1,0.6633333333333333,19.9,0,0,0,0,0,0,1,0,0,1,0,0,1
0,60,0,0,1,2911.5,1.6683333333333332,50.05,0,1,0,0,0,1,0,0,1,0,1,0,5
0,20,1,0,0,1671.6,2.7150000000000003,81.45,1,1,0,0,1,0,0,1,0,0,0,0,4
1,56,1,0,0,5510.65,3.4916666666666667,104.75,1,0,0,1,0,1,0,1,0,0,0,0,8
1,1,0,0,0,81.1,2.703333333333333,81.1,1,1,0,0,1,0,0,1,0,0,0,0,4
0,42,0,0,0,2762.75,2.216666666666667,66.5,0,0,1,0,0,0,1,0,1,0,0,1,5
0,16,0,0,0,318.6,0.67,20.1,0,0,0,1,0,1,0,0,0,1,0,0,1
0,65,0,1,1,7245.9,3.6933333333333334,110.8,1,0,1,0,0,0,1,1,0,0,0,1,9
0,20,1,0,1,1859.5,3.033333333333333,91.0,1,0,0,1,0,1,0,1,0,0,0,0,5
0,33,0,0,0,3027.65,2.9650000000000003,88.95,1,1,0,0,0,0,1,1,0,0,1,1,6
0,22,0,0,1,471.55,0.6816666666666666,20.45,1,0,0,1,1,0,0,0,0,1,0,0,2
1,8,0,0,0,226.45,1.015,30.45,1,1,0,0,1,0,0,0,1,0,1,0,3
0,44,0,0,0,905.55,0.6799999999999999,20.4,0,0,1,0,0,0,1,0,0,1,0,0,1
0,72,0,1,1,1988.05,0.875,26.25,1,0,0,1,0,0,1,0,0,1,0,0,3
1,7,0,0,0,635.6,3.128333333333333,93.85,1,1,0,0,1,0,0,1,0,0,0,0,6
0,51,0,0,1,3950.85,2.621666666666667,78.65,1,0,1,0,0,1,0,0,1,0,0,1,8
0,69,1,0,0,7467.55,3.675,110.25,0,0,1,0,0,0,1,1,0,0,1,1,8
1,57,0,0,0,2111.45,1.3099999999999998,39.3,1,1,0,0,1,0,0,0,1,0,0,0,4
1,35,0,1,0,3030.6,2.8383333333333334,85.15,1,1,0,0,0,1,0,1,0,0,0,0,5
1,2,0,1,1,147.15,2.3466666666666667,70.4,0,1,0,0,1,0,0,1,0,0,0,0,2
1,15,1,0,0,1156.1,2.646666666666667,79.4,1,1,0,0,1,0,0,1,0,0,0,0,4
0,22,0,1,1,433.5,0.6649999999999999,19.95,0,0,0,0,0,1,0,0,0,1,0,0,1
0,53,0,1,0,3419.5,2.095,62.85,0,0,1,0,0,1,0,0,1,0,1,1,5
0,9,0,0,0,788.6,2.9466666666666668,88.4,1,0,0,0,1,0,0,1,0,0,0,0,5
0,1,0,0,0,20.35,0.6783333333333333,20.35,1,0,0,0,1,0,0,0,0,1,0,0,2
0,32,0,1,1,613.95,0.6316666666666666,18.95,0,0,0,0,0,0,1,0,0,1,0,0,1
0,34,0,0,1,3000.25,2.9616666666666664,88.85,0,0,0,0,1,0,0,1,0,0,0,0,5
0,54,0,1,0,3283.05,2.033333333333333,61.0,1,1,0,0,0,1,0,0,1,0,0,1,6
1,6,0,1,1,502.85,2.683333333333333,80.5,1,1,0,0,1,0,0,1,0,0,0,1,5
0,62,0,1,1,1244.8,0.6649999999999999,19.95,0,0,0,1,0,1,0,0,0,1,0,0,1
1,13,0,1,1,734.35,1.865,55.95,0,1,0,0,1,0,0,0,1,0,0,0,3
0,30,0,1,1,602.9,0.6433333333333333,19.3,0,0,0,0,0,0,1,0,0,1,0,0,1
0,55,0,1,1,1026.35,0.65,19.5,0,0,0,0,0,1,0,0,0,1,0,0,1
0,17,0,1,1,1201.65,2.3449999999999998,70.35,1,0,0,1,0,1,0,0,1,0,1,0,7
0,7,0,0,1,580.1,2.7083333333333335,81.25,0,0,0,1,1,0,0,0,1,0,1,1,7
0,18,0,0,1,1745.5,3.1983333333333333,95.95,1,0,1,0,1,0,0,1,0,0,0,0,6
0,6,0,1,1,285.2,1.5166666666666666,45.5,0,0,0,0,1,0,0,0,1,0,0,0,2
0,53,0,0,0,3958.25,2.4633333333333334,73.9,1,0,0,1,0,0,1,0,1,0,0,1,8
1,16,0,0,1,1284.2,2.4616666666666664,73.85,1,0,0,1,1,0,0,1,0,0,0,0,4
0,45,0,1,1,1088.25,0.815,24.45,0,0,0,0,0,0,1,0,0,1,0,0,2
0,64,1,0,1,6430.9,3.2333333333333334,97.0,0,0,0,1,0,1,0,1,0,0,1,0,6
0,18,0,0,0,711.95,1.34,40.2,1,0,0,0,0,1,0,0,1,0,1,1,5
0,70,0,0,1,5315.8,2.493333333333333,74.8,1,0,1,0,0,0,1,0,1,0,1,1,8
0,69,0,0,0,1713.1,0.7983333333333333,23.95,0,0,0,1,0,0,1,0,0,1,0,0,2
0,40,0,1,1,3915.4,3.2116666666666664,96.35,1,0,1,0,1,0,0,1,0,0,0,0,7
1,21,0,1,1,2110.15,3.4266666666666667,102.8,1,1,0,0,1,0,0,1,0,0,0,1,8
1,19,0,0,0,1789.25,3.171666666666667,95.15,1,1,0,0,1,0,0,1,0,0,1,0,7
0,18,0,1,1,1500.5,2.93,87.9,1,0,0,0,1,0,0,1,0,0,1,0,6
0,1,0,0,0,20.05,0.6683333333333333,20.05,1,0,0,0,1,0,0,0,0,1,0,0,2
1,2,0,0,0,118.3,2.0683333333333334,62.05,0,0,0,1,1,0,0,0,1,0,0,0,4
0,33,0,0,1,2016.3,1.9849999999999999,59.55,0,0,0,1,0,0,1,0,1,0,1,1,6
1,1,0,0,0,19.3,0.6433333333333333,19.3,1,0,0,0,1,0,0,0,0,1,0,0,2
0,60,1,1,1,4456.35,2.4949999999999997,74.85,1,0,1,0,0,1,0,0,1,0,1,1,8
0,72,0,0,1,7758.9,3.658333333333333,109.75,1,0,1,0,0,0,1,1,0,0,0,1,9
1,2,0,0,0,96.45,1.5,45.0,1,0,0,0,1,0,0,0,1,0,0,0,3
0,63,0,0,0,4861.45,2.6616666666666666,79.85,1,0,1,0,0,0,1,0,1,0,1,1,9
0,12,0,0,0,832.3,2.2416666666666667,67.25,1,1,0,0,1,0,0,0,1,0,1,1,7
0,31,0,0,0,2724.25,2.92,87.6,0,1,0,0,1,0,0,1,0,0,1,1,5
0,71,0,1,1,6457.15,2.996666666666667,89.9,0,0,1,0,0,0,1,0,1,0,1,1,9
0,50,1,0,1,5265.5,3.396666666666667,101.9,1,0,0,1,0,1,0,1,0,0,1,0,8
0,54,0,0,0,2431.95,1.54,46.2,0,0,0,1,0,0,1,0,1,0,1,0,4
1,1,0,0,0,52.2,1.74,52.2,1,1,0,0,1,0,0,0,1,0,0,1,4
0,11,1,0,0,580.8,1.8533333333333333,55.6,1,1,0,0,1,0,0,0,1,0,1,0,5
0,44,0,0,1,3250.45,2.365,70.95,1,1,0,0,0,1,0,0,1,0,0,1,7
0,62,0,0,1,6912.7,3.5866666666666664,107.6,1,0,0,1,0,0,1,1,0,0,0,1,8
0,57,0,0,0,4939.25,2.896666666666667,86.9,1,1,0,0,0,1,0,1,0,0,0,0,5
0,18,0,1,1,342.3,0.66,19.8,0,0,0,1,0,1,0,0,0,1,0,0,1
0,70,0,0,1,6858.9,3.29,98.7,1,0,0,1,0,0,1,1,0,0,0,1,8
0,21,0,0,0,1992.55,3.328333333333333,99.85,1,0,1,0,1,0,0,1,0,0,0,0,7
1,17,1,0,0,770.6,1.5016666666666665,45.05,1,1,0,0,1,0,0,0,1,0,0,0,3
0,42,1,0,1,3930.6,3.185,95.55,1,1,0,0,1,0,0,1,0,0,0,0,7
0,21,0,0,1,1742.45,2.64,79.2,0,1,0,0,0,1,0,1,0,0,0,1,4
0,3,0,0,0,61.05,0.6516666666666667,19.55,0,1,0,0,1,0,0,0,0,1,0,0,1
0,8,0,1,0,170.9,0.6649999999999999,19.95,0,0,0,0,1,0,0,0,0,1,0,0,1
1,18,0,1,1,990.85,1.915,57.45,0,1,0,0,1,0,0,0,1,0,0,0,4
1,2,1,0,0,179.25,2.9516666666666667,88.55,1,1,0,0,1,0,0,1,0,0,0,0,6
0,2,0,1,1,34.75,0.6733333333333333,20.2,0,0,0,0,0,1,0,0,0,1,0,0,1
0,51,1,0,0,967.9,0.6533333333333334,19.6,0,0,1,0,0,0,1,0,0,1,0,0,1
0,21,0,1,1,1549.75,2.5300000000000002,75.9,1,0,0,1,0,1,0,0,1,0,1,0,7
1,55,0,0,1,2978.3,1.8183333333333331,54.55,1,0,0,1,1,0,0,0,1,0,0,1,6
0,70,0,0,0,6367.2,2.9916666666666667,89.75,0,0,1,0,0,0,1,0,1,0,1,1,9
1,31,0,0,0,1715.65,1.8416666666666666,55.25,1,1,0,0,1,0,0,0,1,0,0,1,5
0,67,0,0,0,3321.35,1.645,49.35,1,0,0,1,0,1,0,0,1,0,1,1,6
1,1,0,0,0,70.1,2.3366666666666664,70.1,1,1,0,0,1,0,0,1,0,0,0,0,3
0,21,0,0,0,390.4,0.6533333333333334,19.6,0,0,0,0,0,0,1,0,0,1,0,0,1
1,22,0,0,1,1554.0,2.308333333333333,69.25,1,1,0,0,1,0,0,1,0,0,0,0,3
1,11,1,0,0,906.85,2.8266666666666667,84.8,1,0,1,0,1,0,0,1,0,0,0,0,5
0,1,1,0,0,45.2,1.5066666666666668,45.2,0,1,0,0,1,0,0,0,1,0,0,0,2
0,72,0,0,1,1872.2,0.8616666666666667,25.85,0,0,1,0,0,0,1,0,0,1,0,0,2
0,34,0,1,1,917.15,0.8533333333333334,25.6,1,0,1,0,0,1,0,0,0,1,0,0,3
0,29,0,1,1,540.05,0.6666666666666666,20.0,0,1,0,0,0,1,0,0,0,1,0,0,1
1,56,0,0,1,5614.45,3.3433333333333333,100.3,0,0,1,0,0,1,0,1,0,0,0,0,6
0,5,0,1,1,316.9,2.146666666666667,64.4,0,0,1,0,1,0,0,0,1,0,1,1,6
0,18,0,0,0,550.35,1.12,33.6,0,0,0,0,1,0,0,0,1,0,1,0,3
0,20,0,1,1,417.65,0.6666666666666666,20.0,0,1,0,0,1,0,0,0,0,1,0,0,1
1,2,1,0,0,195.05,2.6533333333333333,79.6,1,1,0,0,1,0,0,1,0,0,0,0,4
0,45,0,1,0,4634.35,3.3233333333333333,99.7,0,0,0,1,0,0,1,1,0,0,0,0,6
0,20,1,0,1,2172.05,3.5683333333333334,107.05,0,1,0,0,1,0,0,1,0,0,0,1,7
0,29,0,0,0,599.3,0.6666666666666666,20.0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,50,0,0,0,4024.2,2.6533333333333333,79.6,1,0,0,0,0,0,1,0,1,0,0,1,8
0,11,0,0,0,363.15,1.1933333333333331,35.8,1,0,0,0,1,0,0,0,1,0,0,0,3
0,72,0,1,1,6614.9,3.065,91.95,1,0,1,0,0,0,1,0,1,0,1,1,10
0,6,0,1,0,100.9,0.6549999999999999,19.65,0,0,0,0,1,0,0,0,0,1,0,0,1
1,44,0,0,0,3862.55,2.8266666666666667,84.8,1,0,0,1,1,0,0,1,0,0,0,0,6
0,72,0,0,1,6094.25,2.8883333333333336,86.65,0,0,1,0,0,0,1,0,1,0,1,1,8
0,48,0,0,0,4445.3,3.18,95.4,1,1,0,0,1,0,0,1,0,0,1,1,7
0,50,1,0,0,3454.6,2.3449999999999998,70.35,1,0,0,1,1,0,0,0,1,0,1,0,7
0,1,0,0,0,55.55,1.8516666666666666,55.55,0,0,0,0,1,0,0,0,1,0,0,0,3
1,1,0,1,0,24.75,0.825,24.75,0,1,0,0,1,0,0,0,1,0,0,0,1
0,36,0,1,1,2234.55,2.0233333333333334,60.7,0,0,1,0,0,1,0,0,1,0,1,1,6
0,7,0,1,1,144.35,0.675,20.25,0,0,0,0,1,0,0,0,0,1,0,0,1
1,26,0,0,0,2515.3,3.2783333333333333,98.35,1,1,0,0,1,0,0,1,0,0,0,0,7
0,40,0,0,0,804.85,0.6716666666666666,20.15,0,0,0,0,0,0,1,0,0,1,0,0,1
0,72,0,1,1,5016.65,2.4033333333333333,72.1,0,0,1,0,0,0,1,0,1,0,1,1,7
0,63,0,0,1,5034.05,2.6599999999999997,79.8,0,0,1,0,0,0,1,0,1,0,0,1,7
0,2,0,0,1,194.55,2.671666666666667,80.15,1,1,0,0,1,0,0,1,0,0,1,1,5
0,60,0,1,1,5812.0,3.18,95.4,1,0,0,1,0,1,0,1,0,0,1,0,7
0,47,0,1,1,890.5,0.6433333333333333,19.3,0,0,0,1,0,0,1,0,0,1,0,0,1
1,1,0,0,0,20.5,0.6833333333333333,20.5,0,0,0,0,1,0,0,0,0,1,0,0,1
0,25,0,0,0,1902.0,2.6333333333333333,79.0,1,0,0,0,1,0,0,0,1,0,1,1,8
0,4,0,0,0,302.35,2.521666666666667,75.65,1,1,0,0,1,0,0,1,0,0,0,0,4
1,1,0,0,0,50.1,1.6700000000000002,50.1,1,0,0,0,1,0,0,0,1,0,0,0,4
0,37,1,0,1,727.8,0.6533333333333334,19.6,0,0,0,0,0,1,0,0,0,1,0,0,1
1,4,1,0,0,360.1,2.82,84.6,1,1,0,0,1,0,0,1,0,0,0,0,5
0,72,0,1,1,5480.25,2.5133333333333336,75.4,1,0,0,1,0,0,1,0,1,0,0,0,7
0,67,0,0,1,6816.95,3.5233333333333334,105.7,1,0,0,1,0,1,0,1,0,0,0,0,8
0,59,0,0,1,4693.2,2.67,80.1,1,1,0,0,0,1,0,0,1,0,0,1,8
1,1,0,0,0,70.4,2.3466666666666667,70.4,0,1,0,0,1,0,0,1,0,0,0,0,2
0,43,0,0,1,4107.3,3.1366666666666663,94.1,1,1,0,0,1,0,0,1,0,0,1,0,7
1,1,0,1,1,19.45,0.6483333333333333,19.45,0,0,0,0,1,0,0,0,0,1,0,0,1
1,4,0,0,0,281.0,2.3466666666666667,70.4,0,1,0,0,1,0,0,1,0,0,0,0,2
1,9,0,1,1,663.05,2.1666666666666665,65.0,0,0,0,0,1,0,0,0,1,0,1,1,6
0,30,0,1,1,2570.2,2.735,82.05,0,0,0,1,1,0,0,1,0,0,0,0,4
0,13,0,0,0,232.1,0.6483333333333333,19.45,0,0,1,0,1,0,0,0,0,1,0,0,1
0,2,0,0,0,144.8,2.4916666666666667,74.75,1,1,0,0,1,0,0,1,0,0,0,0,4
0,30,0,0,1,637.55,0.635,19.05,0,0,0,0,0,0,1,0,0,1,0,0,1
0,12,0,1,1,368.85,1.0083333333333333,30.25,0,0,1,0,0,1,0,0,1,0,0,1,2
0,63,0,0,1,6705.7,3.67,110.1,1,0,1,0,0,0,1,1,0,0,1,1,9
0,48,0,1,1,1173.35,0.785,23.55,0,0,0,0,0,0,1,0,0,1,0,0,2
0,1,0,1,1,20.15,0.6716666666666666,20.15,1,0,0,1,1,0,0,0,0,1,0,0,2
0,71,1,0,1,5831.2,2.756666666666667,82.7,1,0,0,1,0,0,1,0,1,0,1,1,9
0,61,0,0,1,1417.9,0.8133333333333332,24.4,0,0,0,0,0,0,1,0,0,1,0,0,2
0,5,1,0,0,94.15,0.6683333333333333,20.05,0,0,0,1,1,0,0,0,0,1,0,0,1
1,46,1,0,1,2816.65,1.9966666666666666,59.9,1,0,0,1,0,1,0,0,1,0,0,1,7
1,1,0,0,0,20.2,0.6733333333333333,20.2,0,0,0,0,1,0,0,0,0,1,0,0,1
1,47,0,0,1,5275.8,3.695,110.85,1,0,1,0,0,1,0,1,0,0,1,1,9
1,59,0,0,1,5961.1,3.316666666666667,99.5,1,0,0,1,0,1,0,1,0,0,0,0,7
1,5,1,0,1,371.65,2.7,81.0,1,1,0,0,1,0,0,1,0,0,0,0,5
0,26,0,0,0,457.3,0.66,19.8,0,0,1,0,0,1,0,0,0,1,0,0,1
0,40,0,0,0,2586.0,2.17,65.1,0,0,0,0,1,0,0,0,1,0,1,0,5
1,1,0,1,0,60.0,2.0,60.0,1,1,0,0,1,0,0,0,1,0,1,1,6
0,7,0,1,1,174.7,0.675,20.25,1,0,0,1,1,0,0,0,0,1,0,0,2
1,48,0,1,1,5037.55,3.441666666666667,103.25,1,0,1,0,0,1,0,1,0,0,1,0,8
1,1,0,0,0,19.9,0.6633333333333333,19.9,1,0,0,0,1,0,0,0,0,1,0,0,2
0,11,0,1,1,346.45,0.9866666666666667,29.6,1,1,0,0,1,0,0,0,1,0,1,0,3
0,8,0,1,0,159.2,0.6483333333333333,19.45,0,0,0,1,1,0,0,0,0,1,0,0,1
1,38,1,0,0,3734.25,3.3183333333333334,99.55,1,1,0,0,1,0,0,1,0,0,0,1,7
0,34,0,1,1,635.9,0.6933333333333334,20.8,0,0,0,0,1,0,0,0,0,1,0,0,1
0,19,0,1,1,387.4,0.6733333333333333,20.2,0,0,0,0,0,0,1,0,0,1,0,0,1
0,70,1,0,1,7714.65,3.7883333333333336,113.65,1,1,0,0,0,0,1,1,0,0,1,1,10
1,1,0,0,1,68.95,2.2983333333333333,68.95,1,1,0,0,1,0,0,1,0,0,0,0,3
1,4,0,0,0,324.3,2.6633333333333336,79.9,1,1,0,0,1,0,0,1,0,0,0,0,4
0,51,0,0,0,1020.75,0.6883333333333332,20.65,0,0,0,1,0,0,1,0,0,1,0,0,1
